indicator;País__ESTANDAR;Grandes grupos de edad (6);Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2003;17.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2004;17.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2005;17.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2006;17.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2007;17.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2008;17.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2009;17.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2010;16.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2011;16.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2012;16.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2013;16.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2014;15.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2015;15.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2016;15.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2017;15.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2018;14.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2019;14.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2020;12.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2021;11.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2022;12.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2023;14.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2024;14.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2025;14.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2026;13.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2027;13.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2028;13.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2029;12.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2030;12.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2031;12.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2032;12.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2033;11.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2034;11.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2035;11.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2036;11.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2037;10.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2038;10.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2039;10.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2040;9.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2041;9.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2042;9.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2043;9.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2044;8.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2045;8.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2046;8.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2047;8.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2048;7.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2049;7.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2050;7.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2051;7.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2052;6.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2053;6.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2054;6.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2055;6.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2056;5.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2057;5.7;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2058;5.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2059;5.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2060;5.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2061;4.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2062;4.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2063;4.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2064;4.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2065;4.0;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2066;3.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2067;3.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2068;3.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2069;3.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2070;2.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2071;2.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2072;2.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2073;2.4;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2074;2.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2075;2.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2076;1.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2077;1.8;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2078;1.6;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2079;1.5;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2080;1.3;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2081;1.2;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2082;1.1;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2083;0.9;Tasa anual media, por cada 1.000 habitantes;;6547
Tasa anual de crecimiento de la población total, por grupos de edad;Bolivia (Estado Plurinacional de);Total;2084;0.9;Tasa anual media, por cada 1.000 habitantes;;6547
