indicator;País__ESTANDAR;Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa bruta de mortalidad;Antigua y Barbuda;1983;6.77;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1984;6.92;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1985;7.05;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1986;7.20;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1987;7.33;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1988;7.46;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1989;7.61;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1990;7.67;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1991;7.75;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1992;7.74;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1993;7.67;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1994;7.53;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1995;7.42;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1996;7.26;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1997;7.10;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1998;6.96;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;1999;6.73;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2000;6.59;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2001;6.30;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2002;6.07;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2003;6.14;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2004;6.08;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2005;6.02;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2006;6.08;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2007;5.91;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2008;5.81;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2009;5.73;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2010;5.70;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2011;5.62;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2012;5.58;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2013;5.57;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2014;5.54;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2015;5.65;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2016;5.66;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2017;5.75;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2018;5.79;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2019;5.86;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2020;5.96;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2021;6.36;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2022;6.09;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2023;6.18;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2024;6.28;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2025;6.39;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2026;6.50;Tasa por 1.000 habitantes;;6547
